17956,Louis Cassin,238,99
17957,Erik Hills,282,72
17958,Erasmo Koelpin,157,93
17959,Lorina Block,281,4
17960,Sonya Reynolds,148,70
17961,Pat Weber,9,50
17962,Ms. Lonna Kris,32,84
17963,Un Kautzer,259,93
17964,Ismael Waelchi,117,36
17965,Ellie Mitchell V,230,54
17966,Raul Mills,458,62
17967,Cory Adams,32,86
17968,Ned Mills,473,41
17969,Debbi Gislason,125,74
17970,Charley Skiles,383,55
17971,Loretta Johnson,242,77
17972,Mrs. Eleonore McClure,174,36
17973,Ms. Alisha Walsh,195,3
17974,Hyman Sanford V,38,27
17975,Shad Prohaska I,29,54
17976,Guillermo Nikolaus,38,20
17977,Esteban Windler,353,1
17978,Claud Fadel,147,10
17979,Woodrow Rice,295,54
17980,Hiram Wisozk,322,96
17981,Herminia O'Conner,415,14
17982,Keith Beier I,336,22
17983,Kendrick Welch,313,93
17984,Latonya Lebsack III,230,45
17985,Mario Greenholt,259,98
17986,Theron Price,372,22
17987,Carolina Toy,457,51
17988,Florentino Crona,252,85
17989,Jorge Rowe,413,93
17990,Javier Zboncak,341,52
17991,Annis Schinner MD,448,49
17992,Frances Auer,368,97
17993,Lorine Reichel,92,65
17994,Mrs. Basil Mayer,262,7
17995,Horacio Becker,348,60
17996,Kelley Treutel III,362,70
17997,Odette Johns,195,40
17998,Conrad Kozey IV,333,3
17999,Emerald Gulgowski PhD,207,75
18000,Adolfo Kshlerin,338,30
18001,Laverna Lebsack Sr.,61,78
18002,Marnie Schmidt,102,81
18003,Ryan Nader,316,21
18004,Jerald Robel,434,75
18005,Chau Homenick,290,75
18006,Neta Wisoky DDS,119,74
18007,Mr. Karry Durgan,408,19
18008,Francis Veum,439,22
18009,Gordon Considine DDS,228,67
18010,Len Witting,308,85
18011,Ludie Marvin,52,52
18012,Lucius Buckridge,270,25
18013,Jarrod Ruecker,195,20
18014,Isreal Vandervort,164,26
18015,Jackson Rohan,26,51
18016,Geoffrey Shields,474,62
18017,Miss Genaro Shanahan,457,58
18018,Kenneth Blick IV,87,99
18019,Dr. Robbi Daugherty,430,46
18020,Harry Beatty,354,21
18021,Jadwiga Upton Jr.,442,82
18022,Miss Napoleon Weber,144,61
18023,Roman Collins,96,92
18024,Joseph Schiller,372,57
18025,Sang Jacobi,327,24
18026,Eliz Blanda,215,26
18027,Carie Borer,311,2
18028,Cammie Wiegand,17,12
18029,Florine Cummerata,458,18
18030,Jeramy Walsh,59,23
18031,Nathanial Lindgren MD,456,39
18032,Jenell Hackett,82,80
18033,Junita Lesch Jr.,146,90
18034,Oren Jacobson I,446,45
18035,Armand Reichert,333,93
18036,Dr. Vikki Gerhold,428,97
18037,Mrs. Normand Beer,194,5
18038,Miss Jefferey Schuppe,185,55
18039,Cole Kiehn,353,68
18040,Luke Daugherty,464,49
18041,Penelope Brown,341,15
18042,Dr. Estrella Berge,267,58
18043,Ms. Veta Simonis,90,2
18044,Dr. Bob Mayert,73,64
18045,Irina Wehner DVM,119,71
18046,Dr. Bruce Marvin,123,56
18047,Ms. Iliana Koepp,307,30
18048,Ula Abernathy,18,50
18049,Morton Blick,275,80
18050,Thuy Shanahan Jr.,490,79
18051,Gudrun Pouros,68,51
18052,Herma Waters,233,39
18053,Augustus Rohan,456,22
18054,Risa Waters,95,49
18055,Dwain Schuster III,499,61
18056,Ms. Theodore D'Amore,162,46
18057,Milford Parisian,235,90
18058,Leonila Waters,425,15
18059,Eddy Armstrong MD,225,22
18060,Bunny Fay,354,41
18061,Steve Bosco,32,80
18062,Ivan Mann Jr.,47,15
18063,Melynda Jacobi,406,46
18064,Latosha Schroeder Jr.,103,76
18065,Lourdes White,61,39
18066,Fay Leuschke,204,7
18067,Darron Rempel,362,65
18068,Huey Macejkovic,269,32
18069,Danelle Muller,321,96
18070,Delana Mueller,74,67
18071,Eldora Davis,337,34
18072,Jerald Pagac,43,56
18073,Shemeka Shields DVM,0,37
18074,Dr. Nathanial Bosco,481,15
18075,Stacy Zieme,17,49
18076,Dr. Linwood Pfeffer,280,92
18077,Kayce Kuvalis,496,21
18078,Hilario Conn,145,75
18079,Armando Abshire,103,47
18080,Lupe Douglas,214,27
18081,Dr. Ettie Homenick,480,84
18082,Nannie Parker,212,56
18083,Elijah Huels,140,66
18084,Markus Davis,313,31
18085,Joelle Nienow,177,48
18086,Dr. Jere Lindgren,414,95
18087,Joesph Barton,119,21
18088,Julius Wiza III,208,67
18089,Mr. Eduardo Johnson,355,4
18090,Julianna Labadie,283,57
18091,Inga Fay,197,93
18092,Erin Grant MD,188,29
18093,Anisha Hayes,130,90
18094,Miss Shelton Frami,124,54
18095,Mammie Torphy,37,69
18096,Cameron Schiller,422,5
18097,Dudley Hane,394,56
18098,Heriberto Breitenberg V,90,55
18099,Miss Latrina Kub,198,88
18100,Richard Heidenreich,156,15
18101,Timmy Davis Jr.,44,44
18102,Hilaria Pouros,212,20
18103,Olin Fisher Jr.,106,4
18104,Betty Schultz DVM,98,13
18105,Nada Prosacco,274,12
18106,Luis Boyle,413,91
18107,Rene Torp,300,37
18108,Jarrett King,411,73
18109,Dario Tillman,15,45
18110,Cody Sanford,241,95
18111,Sol Schuster,322,93
18112,Erwin Tillman,270,63
18113,June Howe,253,51
18114,Carolyn Keeling II,349,88
18115,Korey Larkin Sr.,166,79
18116,Helga Rodriguez,393,26
18117,Herman Bashirian,95,66
18118,Francisca Connelly,433,4
18119,Ninfa Howell,383,34
18120,Karolyn Towne,308,73
18121,Guy Runte,392,69
18122,Robin Halvorson DDS,14,43
18123,Loida Gleason,49,15
18124,Taina Ryan,448,88
18125,Barrett Wisozk,306,8
18126,Alexandria Weissnat Jr.,481,76
18127,Miss Mark Wolff,441,39
18128,Saul Hammes,92,21
18129,Booker Herzog,372,6
18130,Gil Bogan,11,13
18131,Steve Flatley,226,87
18132,Earnest Moen,366,34
18133,Isabella Collins PhD,159,49
18134,Delores Adams,472,30
18135,Nida Price,486,19
18136,Bobbie Bernhard,395,73
18137,Monserrate Conn,455,60
18138,Gladys Jones,419,97
18139,Artie Barton,144,90
18140,Marilou Becker DVM,1,96
18141,Boyce Auer,186,10
18142,Raleigh Veum,332,77
18143,Natalia Hintz,257,80
18144,Walton Wolf,94,74
18145,Alethia Treutel,97,57
18146,Ruben Cormier,9,76
18147,Fernande Rolfson Sr.,365,78
18148,Shantae Hickle,329,3
18149,Kali Nienow,272,51
18150,Riley Christiansen IV,447,3
18151,Miss Laverne Parisian,284,10
18152,Cara Dooley,333,36
18153,Miss Nisha Conn,497,30
18154,Shaina Spencer,312,83
18155,Bennie Purdy IV,162,95
18156,Roosevelt Douglas,277,71
18157,Davis Klocko,281,71
18158,Dr. Jamal Dickens,323,38
18159,Ara Johnston,359,56
18160,Valentine Kunze,223,78
18161,Tanya Nienow,179,76
18162,Zack Tromp,236,57
18163,Eusebio Kuhn,306,90
18164,Rema Kuhlman,266,54
18165,Enda Rempel,29,94
18166,Ross Considine Sr.,218,88
18167,Yoko Wiza,436,25
18168,Mr. Beulah Thompson,40,3
18169,Mr. Kaye Reynolds,13,50
18170,Miss Mui Rosenbaum,211,22
18171,Sharla Brekke,469,75
18172,Rich Hartmann,74,3
18173,Paige Satterfield,469,82
18174,Eustolia Heller,354,60
18175,Marie Gulgowski,250,72
18176,Eli Klein,406,38
18177,Annamaria Kertzmann,100,97
18178,Elden Mitchell Jr.,44,49
18179,Daine Towne,210,14
18180,Shella McKenzie,138,62
18181,Giovanni Ward PhD,350,99
18182,Mr. Wei Wiegand,417,25
18183,Sharla Schimmel,476,73
18184,Morris Lesch,334,71
18185,Danny Roberts DDS,162,14
18186,Justin Walter V,91,51
18187,Nelson MacGyver,411,23
18188,Isaiah Hintz IV,352,16
18189,Ignacia Gusikowski,351,5
18190,Shirley Johnston,58,92
18191,Noel Hills DVM,349,25
18192,Giuseppe Little,289,24
18193,Melvin Ritchie,496,15
18194,Miss Alvina Sauer,259,18
18195,Grant Breitenberg,161,89
18196,Glinda Quigley,129,37
18197,Harrison Windler,292,65
18198,Miss Franklyn Olson,318,62
18199,Simonne Nitzsche,195,64
18200,Dr. Wendy Ebert,224,53
18201,Shawn Littel,174,26
18202,Toby Upton,394,70
18203,Sonja Stroman,447,10
18204,Selena Reichel,184,8
18205,Theodore Hudson Sr.,218,64
18206,Clarinda Robel,343,76
18207,Ms. Serena Marvin,379,70
18208,Dania Kessler,90,97
18209,Kirby Kertzmann,183,59
18210,Juana Dach,219,41
18211,Marlin Gorczany,317,24
18212,Sona Thiel,492,19
18213,Mr. Madlyn Moen,6,42
18214,Marlin Hodkiewicz,431,25
18215,Levi Wisozk DVM,44,17
18216,Jerrold Greenfelder,273,75
18217,Mrs. Courtney Jast,380,10
18218,Tamera Schinner,171,36
18219,Matthew Luettgen,158,53
18220,Evan Rutherford,45,21
18221,Scott Goodwin,31,83
18222,Rodrick Metz,433,76
18223,Sharron McDermott,113,72
18224,Adell Wiegand IV,277,89
18225,Andre Homenick,178,30
18226,Libbie Runolfsdottir,119,30
18227,Mrs. Craig Vandervort,16,7
18228,Darrin Dicki,139,37
18229,Kim Howe,255,49
18230,Hong Willms I,479,57
18231,Dr. Titus Koss,374,60
18232,Daren Hessel,106,20
18233,Luther Koss,258,91
18234,Mack Pfeffer MD,191,50
18235,Jami Lang Jr.,161,69
18236,Miss Denny Purdy,228,14
18237,Chas Deckow,448,32
18238,Earlean Wiza,466,86
18239,Miss Babette Muller,22,89
18240,Johnie Kuvalis,498,87
18241,Renaldo Effertz,285,92
18242,Cleveland O'Connell,469,5
18243,Ms. Justine Schroeder,181,40
18244,Danilo Doyle,470,78
18245,Mohammad Hettinger,376,72
18246,Betsy Parker IV,93,3
18247,Malorie Grimes,65,84
18248,Ozie Gaylord IV,337,72
18249,Ping Spencer,450,5
18250,Mrs. Daphne Berge,238,54
18251,Jeffrey Raynor,428,50
18252,Dr. Jolanda Heidenreich,3,81
18253,Dr. Fredrick Wunsch,111,30
18254,Don Purdy,458,60
18255,Ms. Hunter O'Hara,150,12
18256,Mr. Miguel Brakus,414,99
18257,Mr. Buster O'Reilly,401,86
18258,Tawanda Walsh,200,39
18259,Fernando Wyman,195,90
18260,Kati Lang,82,84
18261,Jae Wintheiser I,373,66
18262,Lydia Koss,14,8
18263,Ms. Buddy Tromp,194,79
18264,Nicole Rogahn,460,87
18265,Floyd Yost,8,57
18266,Natalie Wyman,430,40
18267,Carissa Schmitt Jr.,471,29
18268,Roscoe Abshire,288,97
18269,Johnny Tillman,487,65
18270,Elmo Bruen,216,97
18271,Ariel Howe,301,33
18272,Ms. Myron Powlowski,14,9
18273,Shena Wolff II,155,8
18274,Cathleen Schaden MD,319,80
18275,Mrs. Camie Connelly,403,53
18276,Vaughn Gottlieb PhD,317,15
18277,Harry Schuppe,436,49
18278,Beau Moore,446,28
18279,Boris Roob,329,77
18280,Tisha Feeney,389,29
18281,Tamika Gerhold,426,8
18282,Brice Smitham,321,45
18283,Fausto Hilll,394,33
18284,Danial Beier,358,12
18285,Kaylee Konopelski,375,16
18286,Oliver Lang Sr.,400,44
18287,Rodger Blanda II,158,78
18288,Brenton Cartwright,150,50
18289,Miss Delaine Jones,298,66
18290,Charolette Bergstrom,377,71
18291,Mr. Ronald Donnelly,297,80
18292,Miss Luther Weimann,56,96
18293,Sterling Ledner,39,84
18294,Gerald Reynolds,280,39
18295,Shelby Pouros,385,55
18296,Ms. Jere Waters,268,72
18297,Dr. Kathryn Kris,35,54
18298,Olga Wisoky,483,53
18299,Zula Tillman,496,13
18300,Ira Kuhlman Jr.,450,69
18301,Ms. Evie Jacobs,401,1
18302,Tran Wilkinson,255,10
18303,Carmine Welch,458,27
18304,Jeff McGlynn,464,59
18305,Andres Ward I,223,34
18306,Bernardo Macejkovic,71,60
18307,Michel Erdman,268,93
18308,Wynell Rau,230,43
18309,Wiley Hettinger,444,21
18310,Ethan Lindgren,103,23
18311,Desmond Spinka,263,41
18312,Sadie Schuster,464,79
18313,Leana Koelpin,62,34
18314,Mitchel Breitenberg,164,33
18315,Elden Gutmann III,159,40
18316,Eva Swift,155,14
18317,Gustavo Steuber IV,333,98
18318,Shanti Kerluke,391,15
18319,Thad Shields IV,396,52
18320,Retta Sawayn,168,27
18321,Emma Bashirian,418,27
18322,Wilmer O'Kon I,355,96
18323,Kendall Marvin DVM,350,42
18324,Neda Schuppe,466,80
18325,Mr. Dennis Lubowitz,118,27
18326,Miss Boris Prosacco,285,7
18327,Keli Gorczany,401,35
18328,Simon Klein,123,64
18329,Beverly Rohan,367,87
18330,Yon Considine,51,72
18331,Hobert Bogan,419,75
18332,Wesley Osinski I,39,86
18333,Foster Hoppe,57,35
18334,Ms. Irvin Hoeger,185,52
18335,Merlin Mayer,158,81
18336,Kyle Mayer,229,13
18337,Darryl Cartwright,15,99
18338,Mr. Trista Bradtke,204,84
18339,Al Kemmer III,252,70
18340,Tanna Spinka,366,36
18341,Jamey Kunze,145,20
18342,Kenda Crooks,412,81
18343,Adrian Tromp,110,74
18344,Alec Conn,204,5
18345,Carmon Ruecker,315,76
18346,Lazaro Daniel Jr.,378,82
18347,Harvey Cole,481,69
18348,Hilma Kovacek,36,79
18349,Major Kihn,87,53
18350,Marvis Dickens,107,33
18351,Billye Champlin,7,29
18352,Miss Allie Miller,79,90
18353,Virgina Blick,0,65
18354,Sydney Kihn,105,19
18355,Miss Nicole Keeling,324,23
18356,Federico Reichel,327,61
18357,Josef Ritchie,424,95
18358,Mr. Jude Macejkovic,0,95
18359,Frederic King,348,31
18360,Ashely Parisian DVM,161,86
18361,Ethan Upton,115,34
18362,Ferdinand Cummings,22,51
18363,Georgianna Cole II,216,81
18364,Morris Fadel,196,84
18365,Gabriel Cummings,29,23
18366,Ned Kuphal II,399,20
18367,Suzanna Quigley,21,9
18368,Ramon Johns II,143,70
18369,Mr. Jospeh Barton,343,70
18370,Ms. Verlene Swift,476,40
18371,Mrs. Cherie Beatty,64,17
18372,Kindra Powlowski,210,96
18373,Oren Emmerich IV,461,26
18374,Ricardo Willms,110,53
18375,Stuart Prosacco,143,87
18376,Miss Miguel Mosciski,31,85
18377,Brent Harber,94,94
18378,Pasty Nienow,453,55
18379,Ozell Johnson,491,17
18380,Owen Lesch PhD,159,64
18381,Adriane Hilpert PhD,161,3
18382,Karey Bradtke,401,87
18383,Miss Argentina Dickens,197,53
18384,Lavern Fadel,206,91
18385,Rana Lind,382,39
18386,Dara Rogahn,307,12
18387,Herbert Howell,299,85
18388,Demetrice Klocko,1,9
18389,Mariella Bins,244,32
18390,Laverne Hoppe,129,16
18391,Daphine Bailey,124,48
18392,Vasiliki Fadel,338,63
18393,Fern Crona,481,19
18394,Randolph Marquardt,248,21
18395,Mrs. Clorinda Dickens,62,80
18396,Eddy Collier,381,80
18397,Alanna Mosciski IV,317,45
18398,Joshua Dickens DVM,55,77
18399,Kathryne Howell,0,51
18400,Louanne Schneider I,345,51
18401,Miguelina Williamson,64,32
18402,Joleen Champlin Jr.,353,15
18403,Winford Stroman,211,38
18404,Madelene Wilkinson,143,62
18405,Sherwood Schamberger,171,95
18406,Carmelita Rau,387,39
18407,Henry Quitzon,268,5
18408,Mrs. Charlie Schmeler,64,5
18409,Marlon Kessler PhD,449,19
18410,Nathanial Murray,423,70
18411,Sherise Jacobson,89,36
18412,Melissia Armstrong IV,431,15
18413,Ms. Kandice Kuhn,295,30
18414,Augustus Turcotte,109,40
18415,Sari Dietrich,472,56
18416,Mr. Cherise Weber,285,53
18417,Ms. Daina Stoltenberg,91,93
18418,Lang Jacobs,468,3
18419,Angela Schowalter,41,2
18420,Orlando Erdman IV,385,26
18421,Mr. Pat Kuhic,156,82
18422,Miss Noah Kihn,490,37
18423,Adalberto Gerlach,446,65
18424,Tod Yundt,444,95
18425,Simone Brown DDS,475,85
18426,Mrs. Nana Langosh,101,73
18427,Efren Schmidt,345,23
18428,Margarete Mitchell,151,29
18429,Gwyn Keeling,143,41
18430,Irmgard Murray II,75,3
18431,Santos Franecki,219,21
18432,Mariano Weber III,454,3
18433,Lamonica Welch,326,96
18434,Leroy Reynolds,29,27
18435,Joleen Kulas,355,84
18436,Darcie Carroll,361,14
18437,Shirleen Lind DDS,473,27
18438,Hoyt DuBuque,244,8
18439,Takisha Balistreri I,198,25
18440,Rosalind Blanda,411,77
18441,Andreas Fay II,330,95
18442,Mrs. Edie Prosacco,202,66
18443,Josh Wiza,240,74
18444,Santina Funk,195,34
18445,Miss Dana Connelly,487,0
18446,Sidney Feeney,123,32
18447,Tisha O'Hara,498,63
18448,Tanika Nolan Jr.,127,9
18449,Jefferson Bauch,387,44
18450,Waylon VonRueden DVM,279,88
18451,Kimberly Schmeler MD,243,15
18452,Myrtice Beahan DVM,241,90
18453,Ashli Conroy,2,10
18454,Myron Stehr V,374,87
18455,Dr. Venessa Hilpert,61,50
18456,Brianne Wisoky,445,65
18457,Emelda Hoeger,127,33
18458,Eliza Berge,98,89
18459,Dong Hayes,172,24
18460,Christi Johns,213,59
18461,Milton Grady MD,351,11
18462,Louvenia Green,65,7
18463,Willian Boyer,104,81
18464,Katrice Ziemann,130,0
18465,Nohemi Tremblay,224,71
18466,Abdul Krajcik,184,58
18467,Darwin Donnelly,84,17
18468,Willy Murphy,130,89
18469,Mrs. Tod Donnelly,48,26
18470,Ms. Gloria MacGyver,281,91
18471,Jocelyn West,243,4
18472,Rosario Trantow,372,26
18473,Cira Nolan,431,95
18474,Scottie Schimmel,58,54
18475,Alex Bednar,258,58
18476,Mr. Ed Kilback,104,60
18477,Maire Kiehn,198,63
18478,Valeri Cronin,41,60
18479,Michael Larkin,264,45
18480,Jeremiah Jacobi,32,78
18481,Vanda Glover,237,52
18482,Annamaria Homenick MD,477,79
18483,Elenore Ankunding,55,55
18484,Marleen Roberts II,20,19
18485,Valentine Krajcik,401,18
18486,Mr. Tajuana Trantow,405,29
18487,Cletus Corwin,64,20
18488,Chantay Nienow,360,66
18489,Jewell Franecki,264,19
18490,Penni Feil,51,95
18491,Loyd Ebert,226,13
18492,Woodrow O'Keefe,206,54
18493,Roosevelt Klocko Sr.,208,59
18494,Avery Stokes,142,24
18495,Diann Hane,416,91
18496,Dr. Audria Marvin,283,19
18497,Britteny McCullough II,382,12
18498,Desmond Johns,482,89
18499,Lourdes Franecki,24,79
18500,Kira White,152,61
18501,Ms. Margarite Larson,272,64
18502,Tijuana Mohr,147,37
18503,Vennie Hagenes,57,49
18504,Bernie Cummerata,219,32
18505,Ms. Hobert Hackett,249,91
18506,Michel Balistreri,145,87
18507,Eldora Batz,477,37
18508,Felix Lakin,270,45
18509,Angela Waelchi IV,396,97
18510,Tana Nikolaus,351,12
18511,Susie Prohaska MD,224,54
18512,Ivonne Schinner,331,85
18513,Courtney Gutmann,201,24
18514,Stacey Rowe,126,31
18515,Von Paucek,176,76
18516,Lennie McDermott,110,24
18517,Edmundo Friesen,43,99
18518,Miss Keira Block,290,59
18519,Johanna Roob,386,34
18520,Arnoldo Fadel,260,66
18521,Arlen Lesch,77,69
18522,Chang Stokes,84,85
18523,Lyman Schaden,203,43
18524,Kasha Bins,206,22
18525,Miss Sharonda Conroy,396,93
18526,Raymon Wehner,331,86
18527,Louetta Fritsch,156,5
18528,Alan Zulauf,86,99
18529,Harris Legros Sr.,165,12
18530,Herb Adams DDS,185,12
18531,Carmelo McKenzie II,176,3
18532,Kathey Nienow DVM,274,16
18533,Bernardo Hickle,185,78
18534,Albert Stehr,13,17
18535,Sherlene Becker,315,61
18536,Yi Hagenes,80,31
18537,Miss Horacio Jerde,28,66
18538,Chrissy Strosin,383,22
18539,Elias Lebsack,376,79
18540,Yuette Lakin,405,38
18541,Miss Ingrid Wehner,128,12
18542,Ashli Terry I,32,71
18543,Rashad Jast DVM,285,35
18544,Jude Thompson IV,239,74
18545,Lucinda Zemlak Jr.,403,53
18546,Chauncey Jast DDS,348,6
18547,Noe Howe Sr.,231,96
18548,Delmar Weissnat,141,46
18549,Tennie Parker,188,57
18550,Mr. Nicol Hodkiewicz,186,26
18551,Vince Moore,21,92
18552,Thomas Waelchi,241,16
18553,Bebe Hahn,61,50
18554,Lucy Ankunding,147,37
18555,Jean Klocko,18,74
18556,Reena Ruecker,14,11
18557,Ted Hoppe,45,41
18558,Cristopher Grant,171,94
18559,Anderson Bechtelar,63,93
18560,Berry Bernhard PhD,479,26
18561,Dr. Herb Kris,145,98
18562,Felicitas Cassin,470,55
18563,Gregorio Labadie,91,89
18564,Lou Langworth,221,20
18565,Allen Bradtke,423,22
18566,Bobbye Upton,243,3
18567,Fletcher Schumm,357,46
18568,Amiee Leuschke,345,46
18569,Ms. Wilson Dicki,358,1
18570,Lanora Daniel,408,81
18571,Shelia Carroll,44,32
18572,Darron Hudson,394,13
18573,Bud Ernser,146,86
18574,Mr. Teofila Parker,53,89
18575,Ross Kertzmann,27,35
18576,Edra O'Hara,458,21
18577,Aurelio Paucek,225,14
18578,Mr. Jae Dare,66,58
18579,Shyla Koss,284,8
18580,Jerrell Russel,43,67
18581,Rosalia Friesen,104,28
18582,Sharen Fahey,192,69
18583,Alden Lakin,463,54
18584,Shani Bergnaum DVM,30,74
18585,Porfirio D'Amore,388,4
18586,Ahmad Hermiston,399,64
18587,Edison Shanahan,320,14
18588,Burl Schmitt IV,312,2
18589,Teisha McDermott III,437,19
18590,Masako Erdman,19,80
18591,Scot Ziemann,41,14
18592,Dewayne Lueilwitz,462,61
18593,Porter Dibbert,233,3
18594,Noel Moore,217,98
18595,Janae Berge,259,68
18596,Ramon Marquardt,11,71
18597,Omar Koss V,370,69
18598,Tuyet Koch,114,4
18599,Rusty Fay,52,6
18600,Ms. Darcel Kuhlman,56,6
18601,Marquis Zulauf,384,71
18602,Georgann Stroman,31,65
18603,Martin Zemlak,389,84
18604,Darnell Lebsack IV,387,60
18605,Elliot Rohan DVM,442,33
18606,Cassondra Durgan,448,38
18607,Keven Sanford,10,30
18608,Son Schumm V,37,21
18609,Lloyd McLaughlin,72,31
18610,Pearline Farrell,399,69
18611,Hipolito Gutmann DDS,223,4
18612,Ezequiel Fay I,211,76
18613,Ida McClure Jr.,279,21
18614,Ardella O'Reilly,460,44
18615,Mrs. Dwain Cole,452,29
18616,Mr. Dennis O'Conner,188,65
18617,Darin Cummerata,371,31
18618,Brittani Emard,116,18
18619,Sharla Bogisich,97,54
18620,Clayton Legros,278,5
18621,Lonnie Robel,402,88
18622,Jona Grant DVM,378,35
18623,Jonie Strosin,435,72
18624,Davis Pagac,214,75
18625,Edith Pollich,269,95
18626,Olinda Wuckert,318,13
18627,Brice Ondricka DDS,222,17
18628,Kenny Weimann,442,84
18629,Loise Block,294,39
18630,Mrs. Jamison Littel,349,95
18631,Autumn Reichel I,467,61
18632,Euna Champlin DVM,326,50
18633,Ms. Alton Moen,225,25
18634,Janise Schowalter,386,22
18635,Lowell Strosin,43,26
18636,Mi Streich,354,73
18637,Mrs. Matilda Wisoky,444,40
18638,Lynn Bernhard,116,43
18639,Maryjo Zboncak,123,56
18640,Isreal Schaden,444,47
18641,Mr. Casie Kozey,487,70
18642,Lester Heaney,429,93
18643,Alphonso Ratke,332,52
18644,Ciera Hagenes,189,50
18645,Luis Predovic,382,98
18646,Edgardo Huels,215,60
18647,Lara Glover,170,7
18648,Violette Marquardt,215,96
18649,Daisy Tromp,474,68
18650,Mira Johns IV,133,7
18651,Cody Ferry,444,84
18652,Jeri McClure,87,90
18653,Annis Quitzon,382,46
18654,Trenton Spencer,389,95
18655,Fidela Price II,367,64
18656,Deandrea Weber,276,41
18657,Penney Dach,414,85
18658,Reynaldo Sipes,197,88
18659,Caroline Kilback,133,84
18660,Walton Crona,356,20
18661,Bryon Christiansen,215,49
18662,Darryl Frami,144,85
18663,Herschel Rau IV,118,93
18664,Dr. Paige Upton,234,15
18665,Freeman Kling,442,38
18666,Mrs. Marco Okuneva,115,64
18667,Scott Bosco,154,91
18668,Janise Lindgren Sr.,290,90
18669,Maura Fay,364,34
18670,Ashley Spencer DDS,458,32
18671,Sonia Oberbrunner,129,14
18672,Elana Berge,278,22
18673,Bart Connelly,32,16
18674,Crissy Rempel,378,63
18675,Dr. Jordan Luettgen,130,99
18676,Ms. Stephen Wunsch,17,20
18677,Collene Rowe I,307,40
18678,Dr. Karri Graham,488,81
18679,Joan Schinner,59,99
18680,Mr. Mabelle Hane,170,72
18681,Lavonda Boyle,420,75
18682,Pasquale Hills IV,344,83
18683,Alona Abbott,339,22
18684,Delmar Cummings Jr.,483,4
18685,Ali Kassulke,279,66
18686,Yetta Kessler,51,16
18687,Taylor Terry,139,5
18688,Lewis Stracke,407,91
18689,Estefana Cartwright,348,97
18690,Miss Susana VonRueden,474,2
18691,Jarrod Weissnat,208,1
18692,Jodee Hahn,55,9
18693,Michaela Green,405,33
18694,Dr. Angel Lowe,248,77
18695,Hubert Hodkiewicz MD,470,28
18696,Mrs. Arminda Cassin,41,21
18697,Theodore Stokes,334,87
18698,Londa Dicki,456,82
18699,Latashia Schmeler,93,19
18700,Mrs. Keri Leffler,51,38
18701,Werner Spinka,338,77
18702,Domenica Mitchell III,25,91
18703,Jonah Bechtelar,460,51
18704,Tyrone Kutch,356,59
18705,Savannah Heathcote,391,40
18706,Leopoldo Oberbrunner,319,96
18707,Osvaldo Waelchi,438,78
18708,Miss Guadalupe Roob,368,82
18709,Jack Kemmer,215,36
18710,Rodolfo Stark I,396,21
18711,Kurtis Goyette,254,46
18712,Dr. Inez Donnelly,258,0
18713,Kristel Metz,201,91
18714,Orpha Bernhard IV,251,77
18715,Mrs. Marleen Jones,124,68
18716,Ms. Jennell Halvorson,338,79
18717,Tiesha Bailey,471,12
18718,Roland Schultz,176,71
18719,Margarete Fritsch IV,391,71
18720,Macy Kshlerin II,45,9
18721,Tyron Ruecker,14,0
18722,Jose Thiel,44,37
18723,Raylene Sipes III,446,0
18724,Antony Hintz,86,41
18725,Mrs. Steve Schuppe,176,73
18726,Dirk Heller,177,88
18727,Shawnda Feeney,213,33
18728,Emerson Fay Jr.,479,36
18729,Lakesha Cremin,79,99
18730,Mrs. Echo Hodkiewicz,47,22
18731,Lurlene Bayer,477,6
18732,Carlton Murphy,198,78
18733,Miss Kimber Yundt,462,84
18734,Miss Randal Cronin,152,11
18735,Leta Glover III,189,48
18736,Jc Schiller MD,49,74
18737,Junior Dicki MD,240,12
18738,Angel Kuhic V,80,54
18739,Mr. Britteny Jast,385,25
18740,Mr. Jefferey Macejkovic,342,36
18741,Ethan Denesik,298,64
18742,Bronwyn D'Amore,164,3
18743,Herbert Sawayn,70,82
18744,Ms. Hyman Runolfsdottir,34,18
18745,Amber Rippin Sr.,59,0
18746,Harland Wiza,484,79
18747,Lakisha Rogahn,124,24
18748,Stephen Mayer,316,44
18749,Joelle Weissnat,265,57
18750,Horacio Jenkins,209,36
18751,Miss Stefan Carter,455,38
18752,Darell Bruen,248,2
18753,Mr. Erik Wisozk,325,18
18754,Blair Mertz,312,44
18755,Jimmy Tromp,357,88
18756,Ambrose Hammes I,393,70
18757,Mr. Blanch Towne,133,27
18758,Felicitas Stokes,5,85
18759,Lang Hauck,319,5
18760,August Braun,141,23
18761,Jen Harvey,485,71
18762,Raleigh Flatley,214,43
18763,Malcom Hilpert,369,99
18764,Zofia Flatley MD,332,0
18765,Hilario Koelpin,428,79
18766,Andy Monahan,250,17
18767,Sharron Lakin,318,15
18768,Nicholas Nolan I,321,14
18769,Delicia Wiza,245,48
18770,Amy Fahey,384,33
18771,Millard Flatley,255,72
18772,Ed Kassulke,316,2
18773,Tod Hagenes,350,54
18774,So Mitchell,171,76
18775,Travis Krajcik,240,34
18776,Mindi Fisher,419,87
18777,Joan Johnson,340,95
18778,Wallace Fay,207,87
18779,Kurt Reinger,137,76
18780,Angelo Terry MD,416,53
